,Date,Buy Stock,Sell Stock,Buy Price,Sell Price,Buy Quantity,Sell Quantity,Profit
166,2012-12-02,BHARTI IB Equity,RELIANCE IB Equity,279.71,348.99,1.0,0.7991813836333972,-0.8036889257806873
167,2012-12-02,HCLT IB Equity,TCS IB Equity,159.9,646.05,1.0,0.2442172017439556,-2.123476813317504
168,2012-12-02,MSIL IB Equity,TATA IB Equity,1491.6,34.85,1.0,43.75292740046839,33.1895199063234
169,2012-12-02,BHARTI IB Equity,NTPC IB Equity,279.71,132.67,1.0,2.1083138614607675,0.0
170,2012-12-02,AXSB IB Equity,ICICIBC IB Equity,253.07,185.19,1.0,1.3665424698957827,0.0
171,2012-12-02,MSIL IB Equity,TATA IB Equity,1491.6,34.85,1.0,42.80057388809182,0.0
172,2012-12-09,NTPC IB Equity,IIB IB Equity,133.88,421.0,3.1446071108455333,1.0,0
173,2012-12-16,NTPC IB Equity,KMB IB Equity,130.75,336.3,2.5720841300191206,1.0,0
174,2012-12-16,TCS IB Equity,HDFCB IB Equity,618.15,346.28,0.5601876567176252,1.0,0
175,2012-12-16,INFO IB Equity,MSIL IB Equity,288.7,1492.95,5.171285071007967,1.0,0
176,2012-12-23,NTPC IB Equity,IIB IB Equity,128.63,425.75,3.3098810541864263,1.0,0
177,2012-12-23,TCS IB Equity,SUNP IB Equity,602.92,359.78,0.596729250978571,1.0,0
178,2012-12-23,INFO IB Equity,MSIL IB Equity,283.07,1499.45,5.297099657328577,1.0,0
179,2012-12-30,NTPC IB Equity,IIB IB Equity,128.58,425.45,3.3088349665577845,1.0,0
180,2012-12-30,IIB IB Equity,NTPC IB Equity,425.45,128.58,1.0,3.1446071108455333,-21.116417687481263
181,2012-12-30,KMB IB Equity,NTPC IB Equity,322.88,128.58,1.0,2.5720841300191206,7.838577437858556
182,2012-12-30,HDFCB IB Equity,TCS IB Equity,337.6,631.6,1.0,0.5601876567176252,16.214523982852036
183,2012-12-30,MSIL IB Equity,INFO IB Equity,1479.7,289.87,1.0,5.171285071007967,19.300403533079404
184,2012-12-30,IIB IB Equity,NTPC IB Equity,425.45,128.58,1.0,3.3098810541864263,0.1345059472907465
185,2012-12-30,SUNP IB Equity,TCS IB Equity,370.25,631.6,1.0,0.596729250978571,6.644194918065427
186,2012-12-30,MSIL IB Equity,INFO IB Equity,1479.7,289.87,1.0,5.297099657328577,55.77027766983438
187,2012-12-30,IIB IB Equity,NTPC IB Equity,425.45,128.58,1.0,3.3088349665577845,0.0
188,2013-01-13,ITC IB Equity,APNT IB Equity,186.13,439.47,2.361091710095095,1.0,0
189,2013-01-20,NTPC IB Equity,IIB IB Equity,128.71,439.5,3.4146530961075285,1.0,0
190,2013-01-20,TTAN IB Equity,HCLT IB Equity,274.3,167.95,0.6122858184469558,1.0,0
191,2013-01-20,LT IB Equity,INFO IB Equity,690.82,350.91,0.5079615529370892,1.0,0
192,2013-01-27,MM IB Equity,RELIANCE IB Equity,440.78,415.16,0.9418757656880985,1.0,0
193,2013-01-27,SUNP IB Equity,HCLT IB Equity,349.83,178.53,0.5103335906011491,1.0,0
194,2013-01-27,APNT IB Equity,ITC IB Equity,429.61,193.77,1.0,2.361091710095095,27.898740665126574
195,2013-01-27,IIB IB Equity,NTPC IB Equity,413.3,134.79,1.0,3.4146530961075285,46.96109082433371
196,2013-01-27,HCLT IB Equity,TTAN IB Equity,178.53,276.25,1.0,0.6122858184469558,-9.386042654028456
197,2013-01-27,INFO IB Equity,LT IB Equity,349.75,696.56,1.0,0.5079615529370892,4.075699313858864
198,2013-01-27,RELIANCE IB Equity,MM IB Equity,415.16,440.78,1.0,0.9418757656880985,0.0
199,2013-01-27,HCLT IB Equity,SUNP IB Equity,178.53,349.83,1.0,0.5103335906011491,0.0
200,2013-02-03,TTAN IB Equity,TCS IB Equity,270.65,671.83,2.482283391834473,1.0,0
201,2013-02-03,HUVR IB Equity,ITC IB Equity,470.5,200.27,0.425653560042508,1.0,0
202,2013-02-10,HDFCB IB Equity,TCS IB Equity,322.7,676.33,2.095847536411528,1.0,0
203,2013-02-10,HUVR IB Equity,APNT IB Equity,466.25,463.33,0.9937372654155495,1.0,0
204,2013-02-10,TATA IB Equity,JSTL IB Equity,37.06,86.14,2.324338909875877,1.0,0
205,2013-02-17,NTPC IB Equity,KMB IB Equity,122.96,335.8,2.7309694209499025,1.0,0
206,2013-02-17,ICICIBC IB Equity,AXSB IB Equity,204.1,298.33,1.4616854483096522,1.0,0
207,2013-02-17,LT IB Equity,INFO IB Equity,662.38,348.83,0.5266312388659078,1.0,0
208,2013-02-24,LT IB Equity,INFO IB Equity,651.8,347.07,0.5324792881251919,1.0,0
209,2013-02-24,TCS IB Equity,TTAN IB Equity,712.47,264.65,1.0,2.482283391834473,-55.53370035100683
210,2013-02-24,ITC IB Equity,HUVR IB Equity,200.2,470.1,1.0,0.425653560042508,-0.10026142401697191
211,2013-02-24,TCS IB Equity,HDFCB IB Equity,712.47,337.65,1.0,2.095847536411528,-4.807079330647664
212,2013-02-24,APNT IB Equity,HUVR IB Equity,449.64,470.1,1.0,0.9937372654155495,17.515888471849888
213,2013-02-24,JSTL IB Equity,TATA IB Equity,80.29,36.15,1.0,2.324338909875877,3.7348515920129377
214,2013-02-24,KMB IB Equity,NTPC IB Equity,332.38,125.88,1.0,2.7309694209499025,11.394430709173736
215,2013-02-24,AXSB IB Equity,ICICIBC IB Equity,286.53,203.95,1.0,1.4616854483096522,11.580747182753555
216,2013-02-24,INFO IB Equity,LT IB Equity,347.07,651.8,1.0,0.5266312388659078,-3.8117585072013354
217,2013-02-24,INFO IB Equity,LT IB Equity,347.07,651.8,1.0,0.5324792881251919,0.0
218,2013-03-03,TTAN IB Equity,TCS IB Equity,252.15,735.65,2.917509418996629,1.0,0
219,2013-03-03,LT IB Equity,INFO IB Equity,622.89,364.65,0.5854163656504359,1.0,0
220,2013-03-10,HDFCB IB Equity,TCS IB Equity,313.7,755.1,2.4070768249920307,1.0,0
221,2013-03-10,TATA IB Equity,INFO IB Equity,31.42,362.88,11.5493316359007,1.0,0
222,2013-03-17,HUVR IB Equity,APNT IB Equity,439.0,476.03,1.0843507972665147,1.0,0
223,2013-03-17,JSTL IB Equity,INFO IB Equity,72.59,368.22,5.072599531615925,1.0,0
224,2013-03-24,TTAN IB Equity,TCS IB Equity,244.7,782.43,3.1975071516142215,1.0,0
225,2013-03-24,AXSB IB Equity,WPRO IB Equity,264.97,145.0,0.5472317620862739,1.0,0
226,2013-03-24,TCS IB Equity,TTAN IB Equity,782.43,244.7,1.0,2.917509418996629,-68.5154451715249
227,2013-03-24,INFO IB Equity,LT IB Equity,357.67,670.4,1.0,0.5854163656504359,34.793131532052165
228,2013-03-24,TCS IB Equity,HDFCB IB Equity,782.43,321.77,1.0,2.4070768249920307,-7.904890022314255
229,2013-03-24,INFO IB Equity,TATA IB Equity,357.67,32.75,1.0,11.5493316359007,20.57061107574789
230,2013-03-24,APNT IB Equity,HUVR IB Equity,500.38,463.55,1.0,1.0843507972665147,2.2708120728929266
231,2013-03-24,INFO IB Equity,JSTL IB Equity,357.67,68.66,1.0,5.072599531615925,-9.385316159250607
232,2013-03-24,TCS IB Equity,TTAN IB Equity,782.43,244.7,1.0,3.1975071516142215,0.0
233,2013-03-24,WPRO IB Equity,AXSB IB Equity,145.0,264.97,1.0,0.5472317620862739,0.0
234,2013-03-31,HDFCB IB Equity,TCS IB Equity,304.83,772.5,2.5341993898238364,1.0,0
235,2013-04-07,MSIL IB Equity,INFO IB Equity,1283.15,367.91,0.28672407746561196,1.0,0
236,2013-04-14,UTCEM IB Equity,HUVR IB Equity,1786.2,478.2,0.26771918038293585,1.0,0
237,2013-04-14,AXSB IB Equity,WPRO IB Equity,240.55,149.99,0.6235294117647059,1.0,0
238,2013-04-21,TTAN IB Equity,SUNP IB Equity,238.8,435.15,1.8222361809045224,1.0,0
239,2013-04-21,TCS IB Equity,HDFCB IB Equity,737.7,321.18,1.0,2.5341993898238364,76.23416002361974
240,2013-04-21,INFO IB Equity,MSIL IB Equity,291.74,1423.5,1.0,0.28672407746561196,116.41172427229863
241,2013-04-21,HUVR IB Equity,UTCEM IB Equity,474.95,1858.6,1.0,0.26771918038293585,22.63286865972452
242,2013-04-21,WPRO IB Equity,AXSB IB Equity,142.52,258.26,1.0,0.6235294117647059,18.512705882352925
243,2013-04-21,SUNP IB Equity,TTAN IB Equity,435.15,238.8,1.0,1.8222361809045224,0.0
244,2013-04-28,TCS IB Equity,SUNP IB Equity,712.63,463.55,0.6504778075579193,1.0,0
245,2013-04-28,WPRO IB Equity,AXSB IB Equity,127.26,288.08,2.2637120854942636,1.0,0
246,2013-04-28,INFO IB Equity,MSIL IB Equity,280.56,1539.75,5.4881308810949525,1.0,0
247,2013-05-05,TCS IB Equity,SUNP IB Equity,685.35,470.78,0.6869190924345224,1.0,0
248,2013-05-05,WPRO IB Equity,AXSB IB Equity,128.21,294.86,2.299820606816941,1.0,0
249,2013-05-05,INFO IB Equity,MSIL IB Equity,278.63,1680.7,6.032013781717691,1.0,0
250,2013-05-19,SUNP IB Equity,TCS IB Equity,472.25,725.83,1.0,0.6504778075579193,-0.11369294023542409
251,2013-05-19,AXSB IB Equity,WPRO IB Equity,290.22,130.65,1.0,2.2637120854942636,5.5339839698255116
252,2013-05-19,MSIL IB Equity,INFO IB Equity,1704.3,292.54,1.0,5.4881308810949525,-98.80219204448233
